title,genres,vote_average
Air Raid Wardens,"['Comedy', 'Family']",7.3
Dark of the Sun,"['Action', 'Adventure', 'Drama', 'War']",6.6
Frisco Kid,"['Adventure', 'Romance']",7.7
Hateship Loveship,['Drama'],5.7
It's a Small World,['Comedy'],6.0
Kickboxer 5: The Redemption,"['Action', 'Drama', 'Thriller']",3.8
The Rolling Stones - Let's Spend the Night Together,['Music'],4.6
Out in the Dark,"['Drama', 'Romance']",6.5
We Are The Nobles,['Comedy'],6.9
Die Fighting,"['Thriller', 'Action']",4.2
The Possession of Michael King,['Horror'],5.7
Mohawk,"['Action', 'Western']",6.3
Our Mother's House,['Drama'],5.5
Over the Brooklyn Bridge,['Comedy'],3.8
Stalingrad,"['War', 'Action']",5.7
Small Time,"['Drama', 'Comedy']",5.1
Laser Mission,['Action'],4.0
The Dark Past,"['Drama', 'Thriller', 'Crime']",5.4
The Disembodied,['Horror'],6.0
The Rag Man,"['Comedy', 'Drama']",0.0
The Secret Invasion,"['Action', 'Drama', 'War', 'History', 'Thriller']",6.0
The Sweet Ride,['Drama'],5.0
The Whistler,"['Thriller', 'Mystery']",5.1
The Youngest Profession,"['Comedy', 'Romance']",7.0
Dangerous When Wet,"['Comedy', 'Music', 'Romance']",6.0
Day of the Evil Gun,"['Action', 'Western']",6.6
Death In Love,"['Drama', 'Romance', 'War']",5.0
Do Not Disturb,"['Comedy', 'Romance']",5.9
Dark Fields,['Horror'],3.4
Dark House,"['Horror', 'Thriller']",4.4
Dr Jekyll & Sister Hyde,['Horror'],5.7
Dead Snow 2: Red vs. Dead,"['Horror', 'Action', 'Comedy']",6.7
Dawn Rider,"['Action', 'Western']",5.2
Dead Heat,"['Crime', 'Action', 'Comedy', 'Drama']",4.8
Twice-Told Tales,"['Horror', 'Mystery', 'Romance', 'Science Fiction']",6.6
Faceless,"['Foreign', 'Horror']",6.2
Prime Evil,['Horror'],4.6
Dead Hooker in a Trunk,['Horror'],5.6
Dead Man's Eyes,"['Mystery', 'Horror']",8.0
Dead Men Tell,"['Mystery', 'Thriller', 'Crime', 'Drama', 'Comedy']",6.8
Elle: A Modern Cinderella Tale,"['Fantasy', 'Drama', 'Science Fiction', 'Family']",4.6
Zatôichi: The Blind Swordsman,"['Action', 'Drama']",6.2
Youngblood,['Drama'],5.0
Young Man with a Horn,"['Drama', 'Music', 'Romance']",4.8
Young Cassidy,['Drama'],6.8
Deadfall,"['Drama', 'Action', 'Crime']",5.2
DeadHeads,"['Adventure', 'Comedy', 'Horror']",5.0
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,"['Drama', 'Action', 'History']",6.7
Deadline,"['Thriller', 'Mystery']",6.0
Deadline,"['Drama', 'Mystery', 'Thriller']",4.5
Deadline at Dawn,"['Thriller', 'Mystery', 'Romance']",5.6
Dear Brigitte,['Comedy'],6.0
Death of a Scoundrel,"['Drama', 'Crime']",5.9
Death Valley Rangers,['Western'],0.0
Deja Vu,['Drama'],5.0
Last Passenger,"['Action', 'Thriller', 'Mystery']",5.9
The Hanoi Hilton,"['War', 'Drama']",7.0
"Fat, Sick & Nearly Dead 2",['Documentary'],6.2
Serena,['Drama'],5.3
Callan,['Thriller'],0.0
The Imitation Game,"['History', 'Drama', 'Thriller', 'War']",8.0
Inherent Vice,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",6.5
Curse of the Fly,"['Horror', 'Science Fiction']",5.1
The Devil-Ship Pirates,"['Adventure', 'Thriller', 'Action']",6.0
Witchcraft,['Horror'],6.9
Rudderless,"['Music', 'Drama', 'Comedy']",7.4
Jackboots on Whitehall,"['War', 'Animation', 'Comedy']",5.5
The Hunger Games: Mockingjay - Part 1,"['Science Fiction', 'Adventure', 'Thriller']",6.6
"Give 'em Hell, Malone","['Action', 'Crime', 'Mystery', 'Thriller']",5.9
Sex Ed,"['Romance', 'Comedy']",5.1
The Apocalypse,['Fantasy'],6.1
A Good Marriage,['Thriller'],5.1
The Way He Looks,"['Drama', 'Romance']",8.1
Remember Sunday,"['TV Movie', 'Romance', 'Drama']",7.0
Other Men's Women,"['Drama', 'Romance']",4.8
The Beast of the City,"['Crime', 'Drama', 'Romance']",5.3
The Cabin in the Cotton,['Drama'],6.0
The Man Who Played God,"['Romance', 'Drama']",7.9
Exodus: Gods and Kings,"['Adventure', 'Drama', 'Action']",5.6
Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']",7.1
Wild Tales,"['Drama', 'Thriller', 'Comedy']",7.7
Head Over Heels,"['Family', 'Animation', 'Comedy', 'Romance']",7.0
The Oblong Box,['Horror'],5.6
Rio Rita,['Comedy'],7.1
The Fighting 69th,"['Action', 'Drama', 'War']",5.9
My Gun Is Quick,"['Crime', 'Drama', 'Thriller']",5.3
Jetsons: The Movie,"['Animation', 'Comedy', 'Family', 'Science Fiction']",5.4
Whole Lotta Sole,"['Comedy', 'Drama']",5.8
Ski School,['Comedy'],4.4
Bloody Birthday,"['Science Fiction', 'Horror']",6.2
Long Way Round,"['Documentary', 'Adventure']",8.2
Dumb and Dumber To,['Comedy'],5.4
The Legend of Sarila,"['Family', 'Animation', 'Adventure']",4.9
The Gun That Won the West,"['Action', 'Adventure', 'Western']",0.0
The Longest Week,"['Comedy', 'Drama']",5.0
Gunfighters,['Western'],4.3
Tales of the Grim Sleeper,"['Crime', 'Documentary']",6.9
The Green,['Drama'],5.6
The Damned,"['Thriller', 'Horror', 'Mystery']",5.0
Miss Meadows,['Drama'],5.1
Too Many Cooks,['Comedy'],8.5
Repentance,"['Horror', 'Thriller']",5.1
Dear White People,"['Drama', 'Comedy']",6.2
The Man Who Loved Yngve,['Drama'],6.4
Alucarda,['Horror'],6.7
One Chance,"['Drama', 'Comedy', 'Music']",6.5
Last Weekend,"['Drama', 'Comedy']",4.3
May in the Summer,"['Drama', 'Comedy']",5.8
Musicwood,['Documentary'],0.0
BFFs,['Comedy'],6.5
The Theory of Everything,"['Drama', 'Romance']",7.8
Amira & Sam,"['Drama', 'Romance', 'Comedy']",6.1
Brigham Young,"['History', 'Romance', 'Western']",3.5
Johnny Apollo,"['Drama', 'Crime', 'Romance']",6.3
It All Came True,"['Romance', 'Comedy', 'Crime', 'Drama', 'Music']",6.5
Doctor Who: The Time of the Doctor,"['Drama', 'Science Fiction']",8.4
Dolphin Tale 2,"['Family', 'Drama']",6.7
Demoted,['Comedy'],5.1
Deranged,['Horror'],4.1
When the Game Stands Tall,['Drama'],6.3
Aashiqui 2,"['Drama', 'Romance']",6.8
ABCs of Death 2,['Horror'],5.5
Fillmore,['Music'],0.0
TBS,"['Thriller', 'Crime']",6.9
Red Mist,"['Thriller', 'Horror']",4.8
"Bangkok, We Have A Problem!","['Adventure', 'Comedy']",4.9
Ragnarok,"['Action', 'Adventure']",5.7
A Matador's Mistress,"['Drama', 'Romance']",5.8
Parasomnia,"['Horror', 'Thriller']",4.8
Fast Track: No Limits,"['Action', 'Thriller']",5.0
Stiletto,"['Action', 'Crime', 'Drama', 'Thriller']",4.4
Sick Girl,"['Thriller', 'Horror', 'Crime']",6.0
The Seven-Ups,"['Action', 'Thriller', 'Drama', 'Crime']",6.5
Nothing But the Night,"['Crime', 'Horror', 'Mystery', 'Thriller']",6.0
Destroyer,"['Adventure', 'Drama', 'War']",7.4
The Heart Machine,"['Drama', 'Thriller']",5.5
Starry Eyes,['Horror'],5.9
End of the Road,"['Drama', 'Comedy']",6.0
When Marnie Was There,"['Animation', 'Drama']",7.8
Lupin the 3rd,"['Action', 'Adventure', 'Comedy']",5.6
The Monkey King,"['Action', 'Adventure', 'Family']",4.8
Song of the Sea,"['Family', 'Animation', 'Fantasy']",8.1
Rakuen Tsuihou - Expelled from Paradise,"['Action', 'Animation', 'Science Fiction']",6.4
Exit,['Drama'],3.5
Beyond the Lights,"['Romance', 'Drama']",7.0
Treasure of the Four Crowns,['Adventure'],4.1
The Last Shark,['Horror'],6.0
In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",6.5
Pressed,"['Crime', 'Thriller']",4.9
Crackers,"['Action', 'Comedy', 'Crime']",5.2
Hello Ladies: The Movie,['Comedy'],6.4
Codebreaker,"['Documentary', 'Drama']",6.4
Hot Stuff,['Comedy'],7.8
Squeeze Play,['Comedy'],4.3
Jurassic World,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",6.5
The Taking of Deborah Logan,"['Horror', 'Mystery', 'Thriller']",6.0
House Hunting,"['Mystery', 'Thriller']",4.6
Alive Inside,['Documentary'],7.8
God Forgives... I Don't!,"['Action', 'Western']",6.2
Santa Who?,"['Comedy', 'Fantasy']",5.6
Pumzi,"['Science Fiction', 'Drama']",6.1
Horrible Bosses 2,['Comedy'],6.1
Detention of the Dead,"['Comedy', 'Horror']",4.5
Diary of a Madman,['Horror'],5.4
Divorce,['Drama'],4.0
Doctor in Distress,['Comedy'],6.6
Doctor in the House,['Comedy'],6.2
Don Juan,"['Adventure', 'Romance']",5.0
Don't Answer the Phone!,"['Horror', 'Thriller']",4.4
Don't Give Up the Ship,['Comedy'],6.1
Don't Go Near the Water,"['Adventure', 'Comedy', 'Romance']",6.0
Dr. Gillespie's New Assistant,"['Comedy', 'Drama', 'Mystery']",6.0
Dr. Jekyll and Mr. Hyde,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",4.2
Dr. Socrates,['Crime'],0.0
Drive a Crooked Road,"['Crime', 'Thriller']",4.1
Drive Thru,"['Comedy', 'Horror']",5.0
Drop Dead Sexy,"['Comedy', 'Crime']",4.5
Easy Living,['Drama'],0.0
Easy to Love,"['Comedy', 'Music', 'Romance']",6.0
Elliot Loves,['Comedy'],3.0
Elvis and Anabelle,"['Drama', 'Romance']",7.1
Elvis Meets Nixon,"['Drama', 'Comedy']",6.6
Enchantment,"['Drama', 'Romance']",6.0
Endangered Species,"['Science Fiction', 'Horror', 'Thriller']",5.5
Home Before Dark,['Drama'],8.0
Let No Man Write My Epitaph,['Drama'],10.0
My Friend Irma Goes West,"['Comedy', 'Crime']",6.3
Enemies Closer,"['Thriller', 'Action']",5.1
Enter Arsene Lupin,"['Mystery', 'Crime']",0.0
Barely Legal,['Comedy'],3.7
Nutcracker: The Motion Picture,"['Family', 'Fantasy', 'Music']",6.0
Moving Violations,['Comedy'],5.7
The Happy Road,['Comedy'],0.0
The Real Glory,"['War', 'Action']",4.8
Yellow Rock,['Western'],4.6
Penguins of Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']",6.5
Fugly!,['Comedy'],4.9
Black or White,['Drama'],6.5
Ragamuffin,['Drama'],7.2
The Water Diviner,"['War', 'Drama']",6.8
Enlighten Up!,['Documentary'],0.0
Grumpy Cat's Worst Christmas Ever,"['Comedy', 'Family']",5.3
Paddington,"['Family', 'Comedy']",7.0
Jessabelle,"['Thriller', 'Horror']",5.1
Maze Runner: The Scorch Trials,['Action'],6.5
Beautiful Girl,['Drama'],3.2
Showrunners: The Art of Running a TV Show,['Documentary'],6.2
Scooby-Doo! Frankencreepy,"['Mystery', 'Animation', 'Family']",6.7
Pendulum,"['Crime', 'Drama']",0.0
Ice Age: A Mammoth Christmas,"['Animation', 'Family', 'TV Movie']",6.0
Hey Bartender,['Documentary'],5.3
Kajaki,"['Thriller', 'War', 'Adventure', 'Drama']",6.3
Christopher Columbus,"['Action', 'Adventure']",6.0
Pool of London,"['Crime', 'Drama']",7.0
The Sword and the Rose,['Drama'],7.0
Above Us the Waves,['War'],5.4
Doctor at Sea,['Comedy'],5.8
An Alligator Named Daisy,"['Comedy', 'Romance']",0.0
The Iron Petticoat,['Comedy'],3.0
The Living Idol,"['Drama', 'Adventure']",0.0
Upstairs and Downstairs,['Comedy'],6.0
Two Weeks in September,"['Drama', 'Romance']",7.0
The Voices,"['Comedy', 'Crime', 'Horror', 'Thriller']",6.2
Eagle's Wing,"['Western', 'Drama']",5.0
State of Emergency,"['Science Fiction', 'Thriller']",4.4
Christmas in Conway,"['Family', 'Drama', 'Romance', 'TV Movie']",5.4
Grace,"['Thriller', 'Horror']",4.8
Batman vs Dracula,"['Fantasy', 'Animation', 'Horror', 'Action', 'Thriller', 'Science Fiction']",6.5
Dying Room Only,"['Drama', 'Thriller', 'TV Movie']",6.8
Hand in Hand,"['Drama', 'Family']",0.0
Cowspiracy: The Sustainability Secret,['Documentary'],7.9
McConkey,"['Documentary', 'Adventure']",4.5
"Mayday at 40,000 Feet!",['Adventure'],8.0
Mahoney's Last Stand,"['Comedy', 'Drama']",5.3
The Party Animal,['Comedy'],5.7
Wanderers,['Science Fiction'],7.4
All Cheerleaders Die,"['Horror', 'Thriller', 'Comedy']",5.1
Cherry Tree Lane,"['Crime', 'Thriller']",5.1
WolfCop,"['Horror', 'Comedy']",5.2
It's a Wonderful Afterlife,"['Comedy', 'Romance']",4.3
The Borderlands,['Horror'],5.1
Slasher House,['Horror'],5.6
Shadowzone,"['Horror', 'Science Fiction']",4.4
Cleopatra Jones and the Casino of Gold,"['Action', 'Adventure', 'Drama']",6.7
Omega Doom,['Science Fiction'],4.3
Home Alone: The Holiday Heist,"['Comedy', 'Crime', 'Family']",5.3
By the Gun,"['Crime', 'Drama', 'Thriller']",4.6
Blood,"['Drama', 'Thriller', 'Crime']",6.0
Exit Humanity,"['Drama', 'Horror']",5.4
Mortuary,"['Horror', 'Mystery', 'Thriller']",4.0
Tell,"['Drama', 'Action', 'Crime']",5.4
Kill the Messenger,"['Thriller', 'Crime', 'Drama', 'Mystery']",6.6
Dead Souls,['Horror'],3.9
H6: Diary of a Serial Killer,"['Horror', 'Thriller']",5.0
Grant Morrison:  Talking with Gods,"['Action', 'Documentary']",5.8
The Universe of Keith Haring,"['Documentary', 'Foreign']",5.8
Six Swedish Girls at a Pump,['Comedy'],3.7
The Mad Dog Killer,"['Action', 'Thriller', 'Crime', 'Foreign']",6.2
The Great Kidnapping,['Crime'],10.0
Bring It On: In It To Win It,['Comedy'],5.9
The Night Evelyn Came out of the Grave,"['Mystery', 'Horror']",6.4
"Black Emmanuelle, White Emmanuelle",['Drama'],4.0
Jarhead 2: Field of Fire,"['War', 'Action']",5.5
The Mule,"['Crime', 'Comedy']",6.2
Chantilly Lace,['Drama'],0.0
Jingle All the Way 2,"['Comedy', 'Family']",4.0
The Face of Love,"['Drama', 'Romance']",5.9
Every Girl Should Be Married,"['Comedy', 'Romance']",6.3
Eight Iron Men,"['Drama', 'War']",8.5
The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",7.1
The Viking Queen,"['Action', 'Adventure']",5.1
Selma,"['History', 'Drama']",7.4
Unbroken,"['Drama', 'War']",7.3
Black Sea,['Adventure'],6.2
Three Wise Fools,"['Comedy', 'Drama']",5.0
White Mischief,"['Thriller', 'Crime', 'Drama', 'Romance']",5.8
Beyond Justice,"['Adventure', 'Drama', 'Action', 'Thriller', 'Foreign']",2.3
Zorro,"['Western', 'Comedy', 'Action', 'Adventure']",7.0
Three Tough Guys,"['Crime', 'Action']",4.0
The Bastard,"['Crime', 'Action']",0.0
A Pistol for Ringo,"['Western', 'Action', 'Drama']",6.0
The Good Lie,['Drama'],7.3
Action Jackson,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",3.6
The Widow From Chicago,"['Crime', 'Drama', 'Romance']",3.3
Lap Dance,['Drama'],4.4
The Baby Maker,['Drama'],0.0
Comin' at Ya!,['Western'],4.6
Silent Madness,['Horror'],5.0
Zombie Reanimation,['Horror'],2.0
Playing It Cool,"['Comedy', 'Romance']",5.6
Cheerleader Massacre,"['Horror', 'Thriller']",3.6
McLibel,"['Documentary', 'Foreign']",7.8
Bag Boy,"['Drama', 'Comedy']",3.8
The Beales of Grey Gardens,"['Documentary', 'Drama']",6.5
Virgin Witch,['Horror'],5.7
Marvellous,"['Drama', 'TV Movie']",7.3
Somewhere in the Night,"['Drama', 'Thriller', 'Crime', 'Mystery']",6.0
Love Camp 7,"['Horror', 'Thriller', 'War']",4.4
Bachelor Night,['Comedy'],3.8
Khumba,"['Animation', 'Adventure', 'Family']",5.8
Mommy,['Drama'],8.2
A Most Violent Year,"['Crime', 'Drama', 'Thriller']",6.5
Zebra Lounge,['Thriller'],4.1
Rapid Fire,"['Action', 'Crime', 'Thriller']",5.5
Fiddle-de-dee,"['Music', 'Animation']",4.5
Neighbours,"['Animation', 'Comedy']",7.8
Redirected,"['Action', 'Comedy', 'Crime', 'Thriller']",5.7
Big Eyes,['Drama'],6.8
Into the Woods,"['Fantasy', 'Comedy', 'Music']",5.6
The Cop in Blue Jeans,"['Drama', 'Action', 'Thriller', 'Crime']",6.8
Thieves and Robbers,"['Action', 'Comedy', 'Crime']",6.1
"Men, Women & Children","['Drama', 'Comedy']",6.4
Killers,"['Crime', 'Thriller', 'Action', 'Drama']",6.8
Ascension,"['Drama', 'Science Fiction']",6.3
The Interview,"['Action', 'Comedy']",6.1
Flap,"['Comedy', 'Drama']",0.0
Kingsman: The Secret Service,"['Crime', 'Comedy', 'Action', 'Adventure']",7.6
Night Watch,"['Horror', 'Mystery', 'Thriller']",6.2
Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Fantasy', 'Family']",6.1
Beyond The Mind's Eye,['Animation'],6.0
Paradox,"['Science Fiction', 'Thriller']",4.0
Special ID,"['Drama', 'Action', 'Crime']",5.1
Summer in February,"['Drama', 'Romance']",5.6
Wheelmen,"['Action', 'Comedy']",0.0
Food Stamped,['Documentary'],5.0
Goodbye to All That,['Comedy'],5.0
The Punisher: Dirty Laundry,"['Action', 'Crime', 'Thriller']",7.3
Behaving Badly,['Comedy'],4.9
A Madea Christmas,"['Comedy', 'Drama']",7.0
The Walking Stick,"['Crime', 'Drama', 'Romance']",10.0
The Nutcracker Prince,"['Animation', 'Family']",6.3
Don't Go In the Woods,['Horror'],4.2
Pigs,['Comedy'],4.3
"Listen, Darling","['Comedy', 'Drama', 'Family', 'Music', 'Romance']",0.0
Thérèse,['Drama'],5.2
A Thousand Times Good Night,['Drama'],7.0
Second Skin,"['Drama', 'Thriller', 'Romance', 'Foreign']",4.0
The Love Machine,['Drama'],3.5
12 Dates of Christmas,"['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']",5.6
Teenage Dirtbag,['Drama'],6.5
12 Wishes of Christmas,"['Comedy', 'Fantasy']",5.8
An American Hippie in Israel,"['Action', 'Comedy', 'Science Fiction']",5.5
Blast,['Action'],3.8
Carry On Teacher,['Comedy'],6.9
Carry On Constable,['Comedy'],6.4
Christina's House,"['Drama', 'Mystery', 'Thriller']",4.1
Daughters Courageous,"['Romance', 'Drama']",6.0
Demon Hunter,['Horror'],5.1
Demon Hunter,"['Action', 'Horror']",3.0
Destination Gobi,"['Adventure', 'War']",5.7
Escape from Crime,['Crime'],0.0
Escape in the Fog,"['Mystery', 'Thriller']",3.0
Even Angels Eat Beans,"['Crime', 'Action', 'Comedy']",6.2
Ex-Lady,"['Comedy', 'Drama']",5.6
Exit to Hell,"['Horror', 'Action', 'Thriller']",4.5
Eyeball,"['Horror', 'Mystery', 'Thriller']",6.0
Face of Fire,['Drama'],6.8
Seventh Son,"['Adventure', 'Fantasy']",5.2
The Prophecy: Forsaken,"['Horror', 'Thriller']",3.9
Alyce Kills,"['Horror', 'Thriller']",5.8
Little Witches,"['Drama', 'Horror']",4.4
The Haunting of Helena,"['Horror', 'Thriller']",4.8
Alice in Murderland,"['Horror', 'Thriller']",2.2
Elfie Hopkins,"['Horror', 'Thriller']",5.5
The Evictors,"['Drama', 'Horror', 'Thriller', 'Crime']",6.5
Piranhaconda,"['Horror', 'Science Fiction']",3.8
Corner Gas: The Movie,"['Family', 'Comedy']",5.6
Fiesta,"['Drama', 'Music', 'Romance']",4.0
Fight for Your Life,"['Thriller', 'Crime', 'Drama']",5.7
Fighting Mad,"['Drama', 'Action']",5.5
Miss Minoes,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",6.5
The Mountain of the Cannibal God,"['Adventure', 'Horror']",5.7
Island of the Fishmen,"['Science Fiction', 'Horror']",6.6
Hands of Steel,"['Action', 'Science Fiction']",4.9
Let's Kill Ward's Wife,['Comedy'],5.5
A Merry Friggin' Christmas,['Comedy'],4.7
Ask Me Anything,"['Drama', 'Mystery', 'Thriller']",5.5
"Silent Night, Deadly Night 5: The Toy Maker","['Horror', 'Science Fiction']",5.1
Santa Claus,"['Drama', 'Family', 'Fantasy']",1.6
Fame High,['Documentary'],6.0
Fire with Fire,"['Drama', 'Romance']",4.4
Fireball,"['Adventure', 'Action', 'Science Fiction']",4.6
Fishtales,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family', 'Foreign']",4.0
Fitzwilly,"['Romance', 'Comedy']",5.7
Hotel Noir,"['Crime', 'Drama']",5.6
Annie,"['Comedy', 'Drama', 'Family']",6.0
Castle of Blood,['Horror'],7.5
PK,"['Comedy', 'Drama', 'Science Fiction']",7.7
Boats,['Comedy'],3.5
Final: The Rapture,['Thriller'],4.6
Flirtation Walk,"['Music', 'Romance']",2.5
Foodfight!,"['Animation', 'Action', 'Comedy', 'Family']",2.3
Forbidden,"['Drama', 'Crime']",6.3
Forget Me Not,"['Drama', 'Romance']",5.5
Fort Massacre,"['Action', 'Western']",5.3
Fort Vengeance,['Western'],0.0
Fort Worth,['Western'],0.0
Four Wives,"['Drama', 'Romance']",0.0
Framed,"['Crime', 'Drama']",6.3
Francis of Assisi,"['History', 'Drama']",6.2
Frank & Jesse,"['Action', 'Adventure', 'Drama', 'Western']",6.7
Get Crazy,"['Comedy', 'Music']",8.4
Rocks in my Pockets,"['Comedy', 'Animation', 'Drama']",9.4
Joy of Living,"['Comedy', 'Romance']",6.0
Drishyam,"['Crime', 'Thriller']",8.1
Thunderpants,"['Comedy', 'Family', 'Science Fiction']",4.6
That Man Bolt,"['Action', 'Drama']",5.8
Island of Terror,"['Science Fiction', 'Horror']",5.5
Foreign Exchange,['Comedy'],3.7
Free Ride,"['Action', 'Drama', 'Thriller']",5.4
Friday Foster,"['Action', 'Thriller']",5.8
From Above,"['Romance', 'Drama']",0.5
Front Page Woman,"['Comedy', 'Romance']",6.8
Gang in Blue,"['Thriller', 'Action', 'Crime', 'Drama']",6.0
George Lopez: America's Mexican,['Comedy'],10.0
"George Lopez: It's Not Me, It's You",['Comedy'],6.3
Ghost Team One,"['Comedy', 'Horror']",4.9
Chappie,"['Crime', 'Action', 'Science Fiction']",6.6
Partysaurus Rex,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.4
Implanted,"['Drama', 'Mystery', 'Science Fiction']",4.3
The Salt of the Earth,['Documentary'],8.1
"No Retreat, No Surrender 2: Raging Thunder","['Action', 'Adventure']",5.2
Vincent: A Life in Color,['Documentary'],0.0
The Hellions,"['Adventure', 'Drama', 'Western']",3.3
The Biggest Bundle of Them All,"['Comedy', 'Crime']",9.5
Gimme Shelter,['Drama'],6.4
Girl Happy,"['Comedy', 'Music', 'Romance']",5.8
Gold Diggers in Paris,"['Comedy', 'Music', 'Romance']",5.0
Zenobia,['Comedy'],2.5
Zebra in the Kitchen,"['Comedy', 'Family']",5.0
Taken 3,"['Thriller', 'Action']",6.1
Blackhat,"['Crime', 'Drama', 'Mystery']",5.1
Let Freedom Ring,"['Drama', 'Music', 'Romance']",6.0
Home of the Brave,['Documentary'],0.0
Miami Exposé,"['Crime', 'Drama']",5.0
Odd Girl Out,"['Drama', 'Family']",5.0
Headfirst,"['Drama', 'Comedy']",6.0
"Eila, Rampe ja Likka",['Comedy'],5.3
Korso,['Drama'],5.4
Son of a Gun,"['Action', 'Crime', 'Drama', 'Thriller']",6.1
War-Gods of the Deep,"['Adventure', 'Fantasy']",4.8
That Naughty Girl,"['Comedy', 'Romance']",5.0
Terminator Genisys,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",5.8
Bad Day on the Block,"['Drama', 'Thriller']",5.4
Robin Williams: Weapons of Self Destruction,['Comedy'],7.5
Patton Oswalt: Werewolves and Lollipops,['Comedy'],6.9
One Bright Shining Moment,['Documentary'],0.0
The Woman in Black 2: Angel of Death,"['Thriller', 'Horror', 'Drama']",5.0
Scattered Clouds,"['Romance', 'Drama']",7.6
Busting,"['Drama', 'Action', 'Crime']",7.7
Comes a Bright Day,"['Romance', 'Thriller']",5.4
Bloodsuckers,"['Horror', 'Science Fiction']",4.4
Poolside,"['Crime', 'Drama']",9.0
Tropico,"['Fantasy', 'Music']",8.4
Man on High Heels,['Action'],6.7
Lullaby,['Drama'],5.3
Korengal,['Documentary'],7.1
The Reef 2: High Tide,"['Animation', 'Family']",2.3
Filly Brown,['Drama'],5.9
The Winter of Discontent,"['Drama', 'Foreign']",5.0
Taxi for Tobruk,"['History', 'Drama', 'War']",6.3
Forbidden Kingdom,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']",4.9
No Distance Left to Run,['Documentary'],6.9
Fear,['Thriller'],6.4
A Matter of Time,"['Drama', 'Fantasy']",8.0
Danger Signal,"['Crime', 'Thriller', 'Drama']",2.4
The Crooked Way,"['Crime', 'Drama']",5.3
101 Dalmatians II: Patch's London Adventure,"['Animation', 'Family']",5.7
Justin Bieber: Never Say Never,"['Documentary', 'Music', 'Family']",4.8
Van Wilder: Freshman Year,['Comedy'],5.2
Tarzan,"['Animation', 'Action', 'Adventure', 'Family']",5.5
Highlander V: The Source,"['Action', 'Fantasy', 'Science Fiction']",3.5
The Car,"['Horror', 'Mystery']",6.2
The Hungover Games,['Comedy'],4.3
Nurse 3-D,"['Horror', 'Thriller']",4.9
Wrong Turn 5: Bloodlines,"['Horror', 'Thriller']",4.7
Flu,"['Action', 'Drama', 'Science Fiction']",7.0
McCullin,['Documentary'],7.5
Kevin Hart: Let Me Explain,"['Comedy', 'Documentary']",7.0
"Tad, the Lost Explorer","['Animation', 'Comedy', 'Adventure', 'Family']",5.6
Shark Attack 3: Megalodon,['Horror'],4.2
Prowl,"['Horror', 'Thriller']",4.4
Red Army,"['Documentary', 'History']",7.3
The Sasquatch Gang,"['Comedy', 'Family']",4.1
Save the Last Dance 2,"['Drama', 'Family', 'Romance']",5.2
F,"['Horror', 'Thriller']",5.8
The Single Moms Club,"['Drama', 'Comedy']",5.7
Nothing Left to Fear,['Horror'],4.6
Lake Dead,"['Horror', 'Thriller']",4.2
Hansel & Gretel,"['Fantasy', 'Drama', 'Horror']",6.8
Nine Lives,['Horror'],2.7
The Power of Few,"['Thriller', 'Action', 'Crime', 'Drama', 'Mystery']",5.0
Unearthed,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",3.8
Private Valentine: Blonde & Dangerous,"['Comedy', 'War', 'Adventure', 'Drama']",5.7
Gun,"['Action', 'Thriller']",5.5
Sabata,"['Action', 'Foreign', 'Western']",5.2
The Reunion,"['Drama', 'Action']",5.4
I Am Ali,['Documentary'],6.8
It Follows,"['Horror', 'Thriller']",6.6
Take a Girl Like You,"['Comedy', 'Drama', 'Romance']",5.7
Sinbad: The Fifth Voyage,['Fantasy'],4.2
Wishmaster 3: Beyond the Gates of Hell,"['Thriller', 'Horror']",3.8
Maattrraan,"['Action', 'Romance']",6.4
The Tattooist,"['Thriller', 'Horror']",5.1
Leprechaun: Back 2 tha Hood,"['Horror', 'Comedy']",4.9
Summer's Blood,"['Horror', 'Thriller']",5.2
The Stranger,"['Action', 'Thriller']",4.8
The Shortcut,"['Mystery', 'Horror', 'Thriller']",4.6
Sometimes They Come Back... Again,['Horror'],4.0
The Dentist 2: Brace Yourself,"['Horror', 'Mystery']",4.3
Highway to Hell,"['Fantasy', 'Action', 'Comedy', 'Science Fiction']",6.1
U.F.O.,"['Action', 'Adventure', 'Science Fiction']",3.1
Tower of Evil,['Horror'],5.8
The Six Wives of Henry Lefay,['Comedy'],5.5
